gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000042832	6	39	2	29	13	10
ENSG00000042980	3	1	0	0	0	0
ENSG00000043039	327	366	383	116	147	286
ENSG00000043093	1486	2085	1325	976	1245	1371
ENSG00000043143	1495	1517	1562	1976	1733	823
ENSG00000043355	2	3	12	3	7	3
ENSG00000043462	0	5	0	0	0	0
ENSG00000043514	483	567	717	554	587	483
ENSG00000043591	4	9	3	6	13	8
ENSG00000044012	0	0	0	0	0	0
ENSG00000044090	1031	1487	1060	1146	1175	1387
ENSG00000044115	19872	28813	21998	24303	20870	11015
ENSG00000044446	855	609	813	632	691	558
ENSG00000044459	272	141	357	72	147	134
ENSG00000044524	1	7	0	47	0	0
ENSG00000044574	25928	29271	18374	21975	26960	30673
ENSG00000046604	9424	12878	8228	8655	7846	6846
ENSG00000046647	652	811	497	480	482	392
ENSG00000046651	746	1149	430	443	437	862
ENSG00000046653	125	91	27	53	29	43
ENSG00000046774	0	0	0	1	0	0
ENSG00000046889	0	0	0	2	0	0
ENSG00000047056	1080	1829	1252	1607	1378	853
ENSG00000047188	1741	1732	1223	768	1188	895
ENSG00000047230	570	626	523	370	422	317
ENSG00000047249	2868	3682	3366	3230	3224	2623
ENSG00000047315	4496	5700	4431	3425	3595	2994
ENSG00000047346	761	1504	672	838	787	748
ENSG00000047365	1089	1203	938	593	1320	1865
ENSG00000047410	3569	3381	2977	1689	2731	2952
ENSG00000047457	1	0	3	4	0	3
ENSG00000047578	1191	1406	1234	1314	1183	1165
ENSG00000047579	395	313	474	308	350	201
ENSG00000047597	28	17	36	14	41	11
ENSG00000047617	11	14	2	9	5	4
ENSG00000047621	670	841	645	509	447	294
ENSG00000047634	546	181	595	224	215	258
ENSG00000047644	1254	1293	1457	1054	1820	1129
ENSG00000047648	14	6	4	4	5	16
ENSG00000047662	5	12	5	12	4	10
ENSG00000047849	21650	46697	24641	43335	27261	23418
ENSG00000047932	2006	3788	1803	2410	1550	1602
ENSG00000047936	17	328	3	165	6	157
ENSG00000048028	1025	681	1034	628	575	486
ENSG00000048052	612	2135	756	1297	1499	1964
ENSG00000048140	3283	5252	3703	4757	3645	2758
ENSG00000048162	936	793	1290	1081	684	465
ENSG00000048342	194	166	276	276	238	132
ENSG00000048392	2940	3282	2975	1653	2061	2810
ENSG00000048405	972	1122	803	664	685	973
ENSG00000048462	2	0	1	1	0	3
ENSG00000048471	2256	1776	2138	1732	1848	1087
ENSG00000048540	0	7	0	1	0	2
ENSG00000048544	2656	2394	2636	1980	2514	1444
ENSG00000048545	0	0	0	1	0	1
ENSG00000048649	2120	2712	1790	1417	1901	2653
ENSG00000048707	4715	5184	4471	4498	4712	4524
ENSG00000048740	675	921	342	402	656	736
ENSG00000048828	10115	8793	9766	9195	8406	4321
ENSG00000048991	2133	1684	1990	1473	1601	1190
ENSG00000049089	398	115	745	30	276	100
ENSG00000049130	1978	2577	2391	783	1732	756
ENSG00000049167	259	224	232	224	177	130
ENSG00000049192	481	433	328	127	231	154
ENSG00000049239	1910	2262	1409	2403	1416	1055
ENSG00000049245	6100	8557	6642	6291	6759	4620
ENSG00000049246	256	342	515	233	552	389
ENSG00000049247	0	0	1	0	1	0
ENSG00000049249	0	9	1	7	2	5
ENSG00000049283	3587	2296	3811	2276	1383	2482
ENSG00000049323	570	2567	817	8457	863	1441
ENSG00000049449	1657	2457	1109	1588	1776	1046
ENSG00000049540	5	15	3	1	5	2
ENSG00000049541	1273	504	1701	574	621	202
ENSG00000049618	2998	3128	2871	2997	3082	2408
ENSG00000049656	4571	5977	5141	6614	5041	3580
ENSG00000049759	4961	8504	5675	7485	5940	3530
ENSG00000049768	8	6	14	8	13	3
ENSG00000049769	77	106	89	93	101	156
ENSG00000049860	4270	4068	4085	3375	3847	2897
ENSG00000049883	299	280	319	260	231	185
ENSG00000050030	7	20	12	6	9	5
ENSG00000050130	1383	2145	1296	1264	1159	1268
ENSG00000050165	6872	14003	6974	12284	9513	11799
ENSG00000050327	1304	1525	1268	1193	1171	606
ENSG00000050344	288	389	223	174	195	128
ENSG00000050393	1628	1286	1748	1251	1365	711
ENSG00000050405	27233	30444	26949	21414	27462	19685
ENSG00000050426	1338	835	1632	1380	1197	902
ENSG00000050438	129	416	65	274	258	199
ENSG00000050555	2	23	0	0	2	0
ENSG00000050628	2	4	4	3	6	0
ENSG00000050730	4	12	0	0	0	0
ENSG00000050748	1787	1622	1860	1297	1450	951
ENSG00000050767	7	19	10	16	13	9
ENSG00000050820	5379	6051	5105	4573	4231	2875
ENSG00000051009	758	811	809	678	737	596
ENSG00000051108	2034	2522	1287	1446	3106	3398
ENSG00000051128	5076	4295	5104	4870	5219	2893
ENSG00000051180	573	143	826	122	195	33
ENSG00000051341	663	131	700	50	128	38
ENSG00000051382	1901	1637	1772	1175	1590	1316
ENSG00000051523	141	607	805	1870	376	338
ENSG00000051596	1298	1180	1536	1575	1197	632
ENSG00000051620	4220	5691	4539	5198	5121	3605
ENSG00000051825	424	272	420	168	168	170
ENSG00000052126	1313	1908	1273	1118	1619	959
ENSG00000052344	3780	3270	4617	5042	6313	5250
ENSG00000052723	1609	1947	1751	1288	1235	1321
ENSG00000052749	2001	2048	1945	2058	2071	1196
ENSG00000052795	560	1006	606	851	875	2499
ENSG00000052802	14562	7458	16246	11539	13163	9994
ENSG00000052841	1441	1537	1253	1299	1466	1613
ENSG00000052850	9	19	5	6	14	30
ENSG00000053108	50	129	76	158	197	203
ENSG00000053254	1122	1742	866	1287	1381	1445
ENSG00000053328	0	0	0	0	0	0
ENSG00000053371	1611	1380	1844	1248	1059	664
ENSG00000053372	2136	1878	2797	2090	1757	743
ENSG00000053438	51	38	61	37	26	48
ENSG00000053501	498	466	557	543	424	213
ENSG00000053524	43	14	40	25	25	29
ENSG00000053702	35	22	41	48	36	22
ENSG00000053747	83298	101894	68198	93949	60507	69358
ENSG00000053770	1113	1691	976	1092	812	911
ENSG00000053900	653	682	654	357	564	435
ENSG00000053918	0	3	0	0	3	2
ENSG00000054116	3264	4478	3633	3903	3208	2368
ENSG00000054118	8747	11679	8905	9450	9896	6272
ENSG00000054148	4282	3834	4741	3718	3900	1988
ENSG00000054179	372	125	441	235	331	293
ENSG00000054219	38	84	34	52	19	29
ENSG00000054267	1028	1390	781	688	858	1184
ENSG00000054277	449	836	623	702	468	578
ENSG00000054282	709	660	645	450	596	397
ENSG00000054356	37	9	1	0	4	2
ENSG00000054392	190	480	327	367	331	240
ENSG00000054523	3414	5212	3031	3468	2982	3048
ENSG00000054598	821	2424	1255	2036	1686	1632
ENSG00000054611	1471	2046	1633	1872	1805	993
ENSG00000054654	3585	2154	3224	1167	2699	2392
ENSG00000054690	237	139	219	107	152	160
ENSG00000054793	1312	3236	1175	2251	2034	1249
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	1	0	0	0
ENSG00000054938	1	0	2	0	0	1
ENSG00000054965	1811	2260	1970	1730	1398	1875
ENSG00000054967	436	275	442	229	246	199
ENSG00000054983	280	445	292	358	336	356
ENSG00000055044	2404	2603	2434	1508	1593	1008
ENSG00000055070	6594	7256	6919	6513	5920	3415
ENSG00000055118	2	2	2	1	3	0
ENSG00000055130	3030	3785	2930	2847	2665	2009
ENSG00000055147	840	1184	683	668	625	577
ENSG00000055163	265	386	240	186	168	268
ENSG00000055208	3313	4016	3183	3114	3808	4145
ENSG00000055211	1519	1844	1493	1203	1291	1172
ENSG00000055332	2983	3349	4158	2620	2572	2022
ENSG00000055483	1905	2387	2023	2364	2125	1847
ENSG00000055609	2794	2915	2395	2452	2663	2961
ENSG00000055732	38	43	92	6	20	34
ENSG00000055813	0	0	0	0	1	2
ENSG00000055917	4577	4780	4192	3386	4020	4323
ENSG00000055950	1465	1366	1784	1664	1549	1017
ENSG00000055955	1	6	0	0	3	2
ENSG00000055957	2	0	0	0	0	0
ENSG00000056050	529	492	517	331	265	290
ENSG00000056097	3473	5102	3201	3273	3257	3400
ENSG00000056277	142	138	123	96	127	95
ENSG00000056291	3	4	0	0	0	0
ENSG00000056487	0	0	2	2	2	1
ENSG00000056558	142	177	141	113	128	153
ENSG00000056586	3149	4574	2849	2741	2878	3394
ENSG00000056678	0	0	0	0	0	0
ENSG00000056736	45	85	42	68	23	41
ENSG00000056972	3595	3624	4222	4099	4442	3659
ENSG00000056998	5	7	1	1	3	4
ENSG00000057019	29185	34197	28222	18687	30882	10957
ENSG00000057149	182	389	273	438	329	527
ENSG00000057252	2102	1811	1896	1625	2150	1308
ENSG00000057294	4138	4737	4297	4906	5255	3009
ENSG00000057468	8	8	3	4	5	2
ENSG00000057593	1	0	0	0	0	0
ENSG00000057608	9373	11095	10169	8437	9174	4502
ENSG00000057657	1637	803	1298	437	965	614
ENSG00000057663	1352	1391	1144	939	1109	853
ENSG00000057704	2542	1955	3203	1348	2485	1589
ENSG00000057757	1629	1773	1886	1678	1605	1195
ENSG00000057935	1371	1597	1538	1331	1475	1570
ENSG00000058056	370	330	407	273	211	66
ENSG00000058063	3079	2485	3044	1964	3077	2230
ENSG00000058085	136761	156943	103260	139762	76228	74989
ENSG00000058091	163	896	291	1717	218	670
ENSG00000058262	8281	11026	7403	10478	8432	5761
ENSG00000058272	2721	3420	2381	1832	2106	2302
ENSG00000058335	12	10	16	6	5	4
ENSG00000058404	10	3	11	3	13	7
ENSG00000058453	794	542	892	602	639	434
ENSG00000058600	2583	2234	2730	2267	2295	1715
ENSG00000058668	8908	6047	7371	3766	9104	7700
ENSG00000058673	4727	4725	4262	2956	3895	3869
ENSG00000058729	632	808	543	360	574	473
ENSG00000058799	896	1217	870	981	949	550
ENSG00000058804	1769	1195	2032	1092	1055	644
ENSG00000058866	4	91	6	11	15	33
ENSG00000059122	3152	3245	3542	3393	3376	2507
ENSG00000059145	288	433	258	291	229	160
ENSG00000059377	53	46	37	46	15	19
ENSG00000059378	448	756	507	466	464	269
ENSG00000059573	2104	2730	1760	2476	1815	1297
ENSG00000059588	812	736	785	544	587	523
ENSG00000059691	1140	1001	1125	901	1040	643
ENSG00000059728	1666	1545	1844	979	1205	907
ENSG00000059758	1576	1283	1013	549	1112	1344
ENSG00000059769	261	306	278	290	261	247
ENSG00000059804	1788	391	979	619	894	873
ENSG00000059915	24	38	22	32	31	50
ENSG00000060069	1517	2506	1761	2270	1564	1369
ENSG00000060138	17996	16867	18434	18052	20013	11562
ENSG00000060140	91	95	75	67	49	63
ENSG00000060237	12942	17279	11505	14472	14453	23907
ENSG00000060303	1	3	1	2	7	3
ENSG00000060339	2865	4002	2369	2374	2428	2494
ENSG00000060491	2032	2336	2787	2261	1501	861
ENSG00000060558	6038	4103	6289	4652	6294	3532
ENSG00000060566	0	0	0	0	0	0
ENSG00000060642	602	554	597	616	707	432
ENSG00000060656	570	858	593	1268	726	869
ENSG00000060688	1375	1136	1698	1080	979	631
ENSG00000060709	0	8	1	8	5	12
ENSG00000060718	9	102	8	1	28	25
ENSG00000060749	2219	2196	2031	1787	1482	1620
ENSG00000060762	563	562	691	602	658	453
ENSG00000060971	2202	3165	1971	2622	1896	1622
ENSG00000060982	405	641	259	219	329	264
ENSG00000061273	2864	2829	3104	2936	2597	2191
ENSG00000061337	60	114	99	81	43	11
ENSG00000061455	1	8	7	16	2	1
ENSG00000061492	0	0	0	0	0	2
ENSG00000061656	39	43	50	38	15	236
ENSG00000061676	10377	15002	8513	8704	10410	9669
ENSG00000061794	2425	2160	2319	1987	2110	1001
ENSG00000061918	26	302	10	203	71	158
ENSG00000061936	1907	1576	2216	1493	1577	1629
ENSG00000061938	4238	3158	4536	3726	3227	2791
ENSG00000061987	1308	1397	1319	827	913	909
ENSG00000062038	30844	20123	22838	16399	22241	14901
ENSG00000062096	0	0	1	0	2	0
ENSG00000062194	1992	1773	1647	855	1460	1821
ENSG00000062282	51	167	82	116	282	183
ENSG00000062370	38	110	40	44	51	50
ENSG00000062485	5031	4829	5588	4995	5118	2516
ENSG00000062524	3	3	0	2	1	1
ENSG00000062582	74	56	59	80	50	24
ENSG00000062598	1154	1642	1209	1332	1287	916
ENSG00000062650	3162	3775	2724	2318	2346	2225
ENSG00000062716	4824	4657	3991	3171	3147	3310
ENSG00000062725	1427	1804	1306	1075	1145	1344
ENSG00000062822	2035	787	2576	810	999	695
ENSG00000063015	0	0	0	0	0	1
ENSG00000063046	14918	10906	18649	17801	18648	10705
ENSG00000063127	3	12	1	16	0	28
ENSG00000063169	875	791	787	702	747	646
ENSG00000063176	394	377	561	579	305	374
ENSG00000063177	26711	18374	32024	29254	30567	12302
ENSG00000063180	77	117	150	135	103	450
ENSG00000063241	677	1039	714	951	665	494
ENSG00000063244	8955	9759	9196	8170	8696	5010
ENSG00000063245	8801	8085	9288	9153	8452	5911
ENSG00000063322	1247	1445	1498	1233	1172	785
ENSG00000063438	171	98	43	38	36	39
ENSG00000063515	1	6	2	4	2	0
ENSG00000063587	425	456	395	328	219	198
ENSG00000063601	2075	1751	2575	1941	1990	1117
ENSG00000063660	7390	10817	8489	10964	9077	10940
ENSG00000063761	382	360	408	433	388	227
ENSG00000063854	1437	1421	1864	1759	1539	1126
ENSG00000063978	2463	3477	2886	2975	2561	1879
ENSG00000064012	1041	1068	900	744	551	341
ENSG00000064042	57	783	66	398	161	360
ENSG00000064102	1655	1572	1505	815	1271	825
ENSG00000064115	10560	8897	10872	8369	11452	7921
ENSG00000064195	124	190	168	289	191	107
ENSG00000064199	170	124	178	100	98	70
ENSG00000064201	1	1	0	0	0	5
ENSG00000064205	4	144	0	7	7	36
ENSG00000064218	0	0	0	0	0	0
ENSG00000064225	75	61	108	30	83	96
ENSG00000064270	135	103	101	115	188	147
ENSG00000064300	80	29	61	21	63	40
ENSG00000064309	61	72	47	41	26	62
ENSG00000064313	1491	1421	1108	848	980	898
ENSG00000064393	6914	8585	4858	8031	4767	4952
ENSG00000064419	3733	3538	3757	3435	3462	2244
ENSG00000064489	5	1	0	1	3	1
ENSG00000064490	1369	1222	1511	1352	1407	898
ENSG00000064545	841	709	795	805	664	633
ENSG00000064547	465	606	466	702	632	320
ENSG00000064601	2003	2580	1792	2087	2102	1708
ENSG00000064607	2599	2669	2676	2123	1777	2210
ENSG00000064651	1314	1923	1232	1005	1186	1007
ENSG00000064652	575	1161	526	934	928	502
ENSG00000064655	2	81	11	296	4	0
ENSG00000064666	10940	15586	12476	15332	14305	5750
ENSG00000064687	1573	1382	1538	1025	2029	1341
ENSG00000064692	7	4	1	6	3	0
ENSG00000064703	906	1098	974	763	638	577
ENSG00000064726	2974	4075	2718	2557	2719	2411
ENSG00000064763	149	97	168	58	85	111
ENSG00000064787	3	58	2	26	11	2
ENSG00000064835	0	0	0	0	0	0
ENSG00000064886	37	128	89	31	104	51
ENSG00000064932	3669	4078	3630	3706	3704	3270
ENSG00000064933	589	494	600	241	317	285
ENSG00000064961	1882	3110	2053	3033	2106	1774
ENSG00000064989	37	35	24	8	31	27
ENSG00000064995	518	787	609	513	449	383
ENSG00000064999	3207	3424	3300	3376	3021	2020
ENSG00000065000	8086	11451	8299	10014	9308	6645
ENSG00000065029	623	595	829	637	638	561
ENSG00000065054	536	1083	521	1095	647	510
ENSG00000065057	255	231	321	235	149	88
ENSG00000065060	1086	962	972	615	1500	932
ENSG00000065135	7387	9182	6739	5864	6768	4464
ENSG00000065150	9105	7796	9050	7578	7992	4147
ENSG00000065154	8441	14063	9591	8859	6990	4506
ENSG00000065183	1683	1862	1724	1541	1394	1060
ENSG00000065243	2502	2948	2057	1596	1959	1794
ENSG00000065268	1668	1071	3145	2332	1646	854
ENSG00000065308	2030	2619	1380	950	570	479
ENSG00000065320	58	138	39	138	56	75
ENSG00000065325	4	16	0	42	0	9
ENSG00000065328	876	104	1006	43	128	6
ENSG00000065357	8628	6089	8914	6040	6584	9493
ENSG00000065361	1034	990	1212	949	1353	1613
ENSG00000065371	2	71	10	70	8	2
ENSG00000065413	28	45	33	14	12	4
ENSG00000065427	8226	7558	9387	7832	7846	4251
ENSG00000065457	1054	1072	1096	1070	801	586
ENSG00000065485	926	1077	706	798	529	666
ENSG00000065491	764	699	828	684	805	739
ENSG00000065518	2261	2418	2449	2173	2215	1536
ENSG00000065526	5076	4588	5107	4207	4106	4057
ENSG00000065534	488	4047	659	994	893	979
ENSG00000065548	3458	4415	3050	2443	3269	2437
ENSG00000065559	1684	2028	1607	1034	1404	1336
ENSG00000065600	529	440	415	278	672	347
ENSG00000065609	1	4	0	1	3	0
ENSG00000065613	6978	8656	5970	4297	7010	6030
ENSG00000065615	868	957	692	537	634	477
ENSG00000065618	61592	60480	47878	71803	63942	41279
ENSG00000065621	907	463	1301	802	844	531
ENSG00000065665	269	325	227	288	208	311
ENSG00000065675	384	457	175	202	241	141
ENSG00000065717	40	29	36	49	68	36
ENSG00000065802	1238	1364	1691	2500	1234	719
ENSG00000065809	547	443	466	217	489	209
ENSG00000065833	2878	3157	2655	2276	2951	3289
ENSG00000065882	2062	2335	1947	2013	1445	1312
ENSG00000065883	1983	2433	1983	1788	1828	1957
ENSG00000065911	2701	1789	2233	1352	2663	896
ENSG00000065923	1124	1973	979	1465	1258	1463
ENSG00000065970	1495	1261	1625	1359	1288	1096
ENSG00000065978	35339	34877	35508	32836	35863	17107
ENSG00000065989	121	119	53	63	58	50
ENSG00000066027	1520	1254	1535	1004	1504	1504
ENSG00000066032	0	1	0	0	0	0
ENSG00000066044	3710	3615	4392	3587	3016	1900
ENSG00000066056	3	3	0	0	1	2
ENSG00000066084	6172	6807	6273	4972	6428	4336
ENSG00000066117	2550	2276	2825	2145	2561	1259
ENSG00000066135	2125	2550	2048	2468	2279	1408
ENSG00000066136	1134	1027	1387	907	1188	701
ENSG00000066185	4	12	6	4	6	21
ENSG00000066230	64	43	64	59	64	193
ENSG00000066248	9	4	46	37	21	13
ENSG00000066279	1615	887	1273	166	761	183
ENSG00000066294	0	0	0	0	0	0
ENSG00000066322	6973	5405	6985	6217	6613	3874
ENSG00000066336	0	1	0	0	0	0
ENSG00000066379	211	149	228	147	183	113
ENSG00000066382	1	1	1	2	3	2
ENSG00000066405	0	0	1	1	0	0
ENSG00000066422	1032	1068	849	665	866	1094
ENSG00000066427	753	1004	607	577	741	675
ENSG00000066455	1700	2475	1483	1599	1786	2119
ENSG00000066468	1016	588	931	578	587	514
ENSG00000066557	725	996	665	419	499	620
ENSG00000066583	1111	651	1205	584	723	391
ENSG00000066629	321	370	126	204	232	357
ENSG00000066651	575	424	545	262	400	328
ENSG00000066654	1735	1980	1487	1068	1479	1413
ENSG00000066697	1636	1801	1514	1322	1135	1409
ENSG00000066735	74	78	121	95	47	200
ENSG00000066739	996	1302	793	794	856	1062
ENSG00000066777	2734	3995	2246	1814	2761	3029
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	419	398	320	294	341	410
ENSG00000066855	1886	1836	1848	1686	1621	1308
ENSG00000066923	30	43	26	21	8	37
ENSG00000066926	806	1775	849	1243	807	615
ENSG00000066933	1397	1415	1249	1040	1168	1292
ENSG00000067048	2	0	879	502	653	0
ENSG00000067057	16026	15306	18604	17491	15028	6420
ENSG00000067064	5566	4437	6728	4821	4930	2019
ENSG00000067066	2224	3128	2594	1962	2010	1559
ENSG00000067082	16294	22542	13741	15353	16971	22338
ENSG00000067113	215	514	208	472	263	361
ENSG00000067141	831	761	605	766	602	691
ENSG00000067167	5406	13217	4853	9700	6534	6668
ENSG00000067177	980	842	1210	781	937	552
ENSG00000067182	4724	5624	4869	4221	5261	3354
ENSG00000067191	147	225	113	151	37	209
ENSG00000067208	2023	2379	1495	1127	1818	1252
ENSG00000067221	257	543	323	424	287	263
ENSG00000067225	104568	161866	117204	148160	103973	93573
ENSG00000067248	2379	3530	2011	2020	1985	1857
ENSG00000067334	2632	3412	2310	1993	2178	2269
ENSG00000067365	697	651	722	747	513	464
ENSG00000067369	1633	2122	1801	1520	1318	1528
ENSG00000067445	8	16	30	35	9	96
ENSG00000067533	1327	1263	1219	1106	1025	582
ENSG00000067560	21198	26325	24322	22860	21399	14221
ENSG00000067596	2728	2589	2767	2146	2110	1665
ENSG00000067601	44	81	74	80	64	36
ENSG00000067606	1436	1899	1567	1719	1643	1030
ENSG00000067646	2	1	124	84	134	2
ENSG00000067704	6478	6705	5649	5330	5873	5600
ENSG00000067715	89	1551	29	675	228	423
ENSG00000067798	1079	297	799	179	351	290
ENSG00000067829	1452	1478	1733	1537	1468	778
ENSG00000067836	780	1183	1150	1120	917	639
ENSG00000067840	8	17	5	6	6	8
ENSG00000067842	0	0	0	0	0	0
ENSG00000067900	3121	3844	2316	1969	2775	2939
ENSG00000067955	2631	2548	2528	1510	2103	1260
ENSG00000067992	145	205	100	77	45	103
ENSG00000068001	1460	1307	1725	1640	1535	891
ENSG00000068024	762	608	799	699	633	417
ENSG00000068028	1121	1885	1463	2111	1041	734
ENSG00000068078	2390	1213	1906	675	3173	1526
ENSG00000068079	97	49	263	51	79	38
ENSG00000068097	782	622	731	611	699	543
ENSG00000068120	3259	2118	3849	3166	3141	2318
ENSG00000068137	1327	1239	1364	950	1749	1640
ENSG00000068305	1167	1279	1032	858	1189	1226
ENSG00000068308	2758	3022	3374	2862	2795	2116
ENSG00000068323	4138	5092	3875	5321	4912	3352
ENSG00000068354	1224	1136	1293	1123	1249	483
ENSG00000068366	5636	7504	4899	6040	4012	4684
ENSG00000068383	659	1058	771	926	571	430
ENSG00000068394	930	802	1105	862	850	542
ENSG00000068400	1635	1559	1846	1453	1558	1186
ENSG00000068438	2174	3060	2484	3408	2181	1567
ENSG00000068489	2737	978	3356	1016	1411	265
ENSG00000068615	19	402	9	193	74	45
ENSG00000068650	2396	3200	1930	2595	1564	1371
ENSG00000068654	4361	5678	4435	4691	3747	2743
ENSG00000068697	6714	12459	6535	11529	8168	7982
ENSG00000068724	2575	2299	2926	1942	1887	1351
ENSG00000068745	1905	2409	2132	2345	2208	2320
ENSG00000068781	0	0	0	0	0	0
ENSG00000068784	841	783	774	495	554	446
ENSG00000068796	1593	1654	1435	1110	1419	1413
ENSG00000068831	3	7	0	0	8	54
ENSG00000068878	5669	7236	5535	5264	4923	4513
ENSG00000068885	228	256	180	112	143	233
ENSG00000068903	1967	1471	2339	1583	1748	1398
ENSG00000068912	1669	2122	1530	1487	1558	1473
ENSG00000068971	1601	1694	1550	1510	1736	1397
ENSG00000068976	1	11	3	6	7	16
ENSG00000068985	0	0	0	0	0	0
ENSG00000069011	821	1017	347	1523	529	222
ENSG00000069018	0	0	1	3	0	0
ENSG00000069020	10891	6109	9106	5087	7324	5311
ENSG00000069122	0	7	1	7	1	3
ENSG00000069188	1012	1656	1150	2064	795	3907
ENSG00000069206	0	0	1	0	0	0
ENSG00000069248	1876	1886	1909	1448	1352	1295
ENSG00000069275	11878	8838	11531	6494	8308	7503
ENSG00000069329	8603	11125	8821	8419	7857	5111
ENSG00000069345	3602	4874	4097	3642	3690	2963
ENSG00000069399	1113	758	948	381	656	174
ENSG00000069424	90	121	95	34	82	337
ENSG00000069431	49	29	0	21	1	0
ENSG00000069482	395	638	268	397	407	183
ENSG00000069493	26	31	14	16	19	58
ENSG00000069509	760	1039	565	520	551	883
ENSG00000069535	40	65	59	17	91	65
ENSG00000069667	775	546	663	270	806	864
ENSG00000069696	9	9	18	12	25	41
ENSG00000069702	124	57	132	74	167	142
ENSG00000069712	123	158	112	78	97	93
ENSG00000069764	5	3	9	6	7	12
ENSG00000069812	7575	16112	8569	11735	9541	9782
ENSG00000069849	6300	6885	6072	6521	5827	4610
ENSG00000069869	1297	1881	1300	635	1147	1133
ENSG00000069943	357	330	314	286	267	243
ENSG00000069956	6792	6650	5050	3667	5408	6103
ENSG00000069966	1437	1273	1427	1299	1027	1018
ENSG00000069974	473	431	486	290	347	199
ENSG00000069998	1144	936	1210	1104	684	473
